feature,shap_importance,perm_importance,shap_rank,perm_rank,rank_gap,fold,model
annual_inc,0.20454177715125374,0.008331700451624829,1.0,2.0,1.0,2017,logistic_woe
loan_amnt,0.11329629454559552,0.005898902595419642,5.0,4.0,1.0,2017,logistic_woe
mo_sin_old_rev_tl_op,0.06670775067274567,0.001641322036906645,16.0,15.0,1.0,2017,logistic_woe
mths_since_recent_inq,0.09343856722884288,0.002776262236579996,8.0,7.0,1.0,2017,logistic_woe
purpose,0.12490971768003153,0.005585245115755572,4.0,5.0,1.0,2017,logistic_woe
term,0.1474532198280845,0.008109054025824226,2.0,3.0,1.0,2017,logistic_woe
mo_sin_rcnt_tl,0.05000053627927583,-0.000557145815537613,13.0,88.0,75.0,2017,lightgbm
num_il_tl,0.027971714458255102,-0.000825408028602953,25.0,91.0,66.0,2017,lightgbm
verification_status,0.020243904081538425,-0.000906527126689477,29.0,92.0,63.0,2017,lightgbm
total_bal_ex_mort,0.011758939544799406,-0.0012028899668690084,40.0,94.0,54.0,2017,lightgbm
mort_acc,0.010108172081273657,-0.0012107600702509491,42.0,95.0,53.0,2017,lightgbm
mths_since_recent_bc_dlq,0.014041394396909808,-0.0007545528159848325,38.0,90.0,52.0,2017,lightgbm
tax_liens,0.008274778272205562,-0.0015703967827715493,45.0,96.0,51.0,2017,lightgbm
mths_since_last_delinq,0.0293076877086223,-6.088453682290274e-06,23.0,73.0,50.0,2017,lightgbm
total_il_high_credit_limit,0.017350021517684198,-0.0003914641927011575,33.0,83.0,50.0,2017,lightgbm
mths_since_recent_revol_delinq,0.01751086614143845,-0.00016095096341749436,31.0,78.0,47.0,2017,lightgbm
total_rev_hi_lim,0.013939818176981124,-0.0005198475099267464,39.0,86.0,47.0,2017,lightgbm
tot_coll_amt,0.005283843369372863,-0.0009125482915130434,49.0,93.0,44.0,2017,lightgbm
tot_cur_bal,0.010167851813516813,-0.0004545022793248532,41.0,85.0,44.0,2017,lightgbm
num_bc_tl,0.006007509318586138,-0.0005302815687613871,47.0,87.0,40.0,2017,lightgbm
num_actv_rev_tl,0.004730329590080392,-0.0005580459790255343,51.0,89.0,38.0,2017,lightgbm
delinq_amnt,0.0006974113717376317,0.0006910627428534432,60.0,26.0,34.0,2017,lightgbm
num_actv_bc_tl,0.005052986068848471,-0.00018828930378193555,50.0,80.0,30.0,2017,lightgbm
initial_list_status,0.004633016512465055,-0.00022246232536584642,52.0,81.0,29.0,2017,lightgbm
num_rev_accts,0.0061751785951685255,-3.845213057971919e-05,46.0,75.0,29.0,2017,lightgbm
credit_history_months,0.01637960033353985,0.0023739712240499035,35.0,9.0,26.0,2017,lightgbm
delinq_2yrs,0.0025538671013611578,-0.00018390523830487117,53.0,79.0,26.0,2017,lightgbm
num_accts_ever_120_pd,0.0011315787295706858,-0.0002723955453746152,56.0,82.0,26.0,2017,lightgbm
pub_rec_bankruptcies,0.0008383279912330489,-0.0004157755680477271,58.0,84.0,26.0,2017,lightgbm
addr_state,0.10168458919950576,0.0003989271079346768,6.0,32.0,26.0,2017,lightgbm
acc_now_delinq,0.00010883882287163237,4.497403087745377e-05,61.0,36.0,25.0,2017,lightgbm
disbursement_method,0.0,0.0,63.0,39.0,24.0,2017,lightgbm
max_bal_bc,0.0,0.0,63.0,39.0,24.0,2017,lightgbm
inq_last_12m,0.0,0.0,63.0,39.0,24.0,2017,lightgbm
il_util,0.0,0.0,63.0,39.0,24.0,2017,lightgbm
chargeoff_within_12_mths,0.0,0.0,63.0,39.0,24.0,2017,lightgbm
all_util,0.0,0.0,63.0,39.0,24.0,2017,lightgbm
application_type,0.0,0.0,63.0,39.0,24.0,2017,lightgbm
total_bal_il,0.0,0.0,63.0,39.0,24.0,2017,lightgbm
total_cu_tl,0.0,0.0,63.0,39.0,24.0,2017,lightgbm
verification_status_joint,0.0,0.0,63.0,39.0,24.0,2017,lightgbm
sec_app_revol_util,0.0,0.0,63.0,39.0,24.0,2017,lightgbm
sec_app_mths_since_last_major_derog,0.0,0.0,63.0,39.0,24.0,2017,lightgbm
sec_app_open_acc,0.0,0.0,63.0,39.0,24.0,2017,lightgbm
sec_app_open_act_il,0.0,0.0,63.0,39.0,24.0,2017,lightgbm
sec_app_collections_12_mths_ex_med,0.0,0.0,63.0,39.0,24.0,2017,lightgbm
sec_app_inq_last_6mths,0.0,0.0,63.0,39.0,24.0,2017,lightgbm
sec_app_fico_range_low,0.0,0.0,63.0,39.0,24.0,2017,lightgbm
sec_app_fico_range_high,0.0,0.0,63.0,39.0,24.0,2017,lightgbm
sec_app_mort_acc,0.0,0.0,63.0,39.0,24.0,2017,lightgbm
num_tl_120dpd_2m,0.0015923071480721921,0.00045596645787637227,55.0,31.0,24.0,2017,lightgbm
num_tl_30dpd,0.0,0.0,63.0,39.0,24.0,2017,lightgbm
num_tl_90g_dpd_24m,8.520806949977229e-05,1.3082336823566632e-06,62.0,38.0,24.0,2017,lightgbm
inq_fi,0.0,0.0,63.0,39.0,24.0,2017,lightgbm
annual_inc_joint,0.0,0.0,63.0,39.0,24.0,2017,lightgbm
dti_joint,0.0,0.0,63.0,39.0,24.0,2017,lightgbm
fico_range_low,0.0,0.0,63.0,39.0,24.0,2017,lightgbm
open_acc_6m,0.0,0.0,63.0,39.0,24.0,2017,lightgbm
open_il_12m,0.0,0.0,63.0,39.0,24.0,2017,lightgbm
sec_app_chargeoff_within_12_mths,0.0,0.0,63.0,39.0,24.0,2017,lightgbm
revol_bal_joint,0.0,0.0,63.0,39.0,24.0,2017,lightgbm
sec_app_num_rev_accts,0.0,0.0,63.0,39.0,24.0,2017,lightgbm
open_rv_24m,0.0,0.0,63.0,39.0,24.0,2017,lightgbm
open_rv_12m,0.0,0.0,63.0,39.0,24.0,2017,lightgbm
open_act_il,0.0,0.0,63.0,39.0,24.0,2017,lightgbm
mths_since_rcnt_il,0.0,0.0,63.0,39.0,24.0,2017,lightgbm
open_il_24m,0.0,0.0,63.0,39.0,24.0,2017,lightgbm
num_rev_tl_bal_gt_0,0.0022114386617721493,-1.9091157148587445e-05,54.0,74.0,20.0,2017,lightgbm
pub_rec,0.001024978810145019,-9.550191543404863e-05,57.0,77.0,20.0,2017,lightgbm
num_sats,0.017200199001085895,0.0010782746943859057,34.0,16.0,18.0,2017,lightgbm
collections_12_mths_ex_med,0.00077944368340208,-9.180034860291064e-05,59.0,76.0,17.0,2017,lightgbm
num_bc_sats,0.010041903545300046,0.0006021290375920696,43.0,28.0,15.0,2017,lightgbm
bc_util,0.025599419884889306,0.00181824869278856,27.0,13.0,14.0,2017,lightgbm
num_op_rev_tl,0.00530312310389563,9.184631711828817e-05,48.0,35.0,13.0,2017,lightgbm
mo_sin_old_rev_tl_op,0.034811073079414376,0.0002662156577426633,21.0,34.0,13.0,2017,lightgbm
total_acc,0.017429319762896977,0.0008948984573109775,32.0,20.0,12.0,2017,lightgbm
open_acc,0.008996026686033994,0.0003148670419316102,44.0,33.0,11.0,2017,lightgbm
emp_length,0.027890379684196536,2.8463635614500715e-05,26.0,37.0,11.0,2017,lightgbm
mths_since_recent_bc,0.057047143656464794,0.0008610563408865013,12.0,22.0,10.0,2017,lightgbm
home_ownership,0.04541060418626928,0.0007994651000040376,16.0,25.0,9.0,2017,lightgbm
mths_since_recent_inq,0.048963510384864385,0.002741313921787991,15.0,7.0,8.0,2017,lightgbm
dti,0.06894919338219552,0.0010239710576593786,9.0,17.0,8.0,2017,lightgbm
bc_open_to_buy,0.03562599312316995,0.0006411818465655916,20.0,27.0,7.0,2017,lightgbm
mo_sin_old_il_acct,0.02315975448825429,0.000867661558590882,28.0,21.0,7.0,2017,lightgbm
inq_last_6mths,0.10108436364861387,0.0017470789175515421,7.0,14.0,7.0,2017,lightgbm
mo_sin_rcnt_rev_tl_op,0.01508918385393649,0.0004672919210708615,37.0,30.0,7.0,2017,lightgbm
revol_bal,0.04533367466623872,0.0023272676326201837,17.0,10.0,7.0,2017,lightgbm
total_bc_limit,0.032757384143333255,0.001161295336339152,22.0,15.0,7.0,2017,lightgbm
mths_since_last_record,0.015648632634760015,0.0005180516262597134,36.0,29.0,7.0,2017,lightgbm
mths_since_last_major_derog,0.01770300214159928,0.0008399813412654555,30.0,24.0,6.0,2017,lightgbm
pct_tl_nvr_dlq,0.02869321418744884,0.0009465606692246886,24.0,19.0,5.0,2017,lightgbm
avg_cur_bal,0.03565956938392578,0.0008484058243367288,19.0,23.0,4.0,2017,lightgbm
loan_amnt,0.1702570823890367,0.01885259732006332,3.0,1.0,2.0,2017,lightgbm
fico_range_high,0.22956306865680923,0.010504287236120412,2.0,4.0,2.0,2017,lightgbm
tot_hi_cred_lim,0.0496192369600838,0.0022877465905134786,14.0,12.0,2.0,2017,lightgbm
purpose,0.08648177589228886,0.003958712377082197,8.0,6.0,2.0,2017,lightgbm
num_tl_op_past_12m,0.06873992080973983,0.002685659010043512,10.0,8.0,2.0,2017,lightgbm
acc_open_past_24mths,0.14454648182573776,0.011432213420041786,4.0,3.0,1.0,2017,lightgbm
annual_inc,0.24075463635258304,0.011572337147008355,1.0,2.0,1.0,2017,lightgbm
revol_util,0.05793220619510624,0.0023222589686169694,11.0,11.0,0.0,2017,lightgbm
percent_bc_gt_75,0.04071032106421579,0.0009544379077712217,18.0,18.0,0.0,2017,lightgbm
term,0.12722565139226322,0.005434727502546699,5.0,5.0,0.0,2017,lightgbm
